native_fps_stats,hybrid_fps_stats,inference_stats,fps_impact_stats,resolution_stats
"{'mean': 822.6762347423385, 'std': 1362.7384343792226, 'min': 26.19369852702778, 'max': 4968.055633571095, 'median': 238.9855040825359, 'q25': 104.64537365614568, 'q75': 697.9150932421697}","{'mean': 112.59808334439258, 'std': 156.7038722241046, 'min': 0.2548986513671191, 'max': 539.5071341781255, 'median': 37.941662508714145, 'q25': 9.413337113148705, 'q75': 148.6168722601076}","{'mean_ms': 429.490538171539, 'std_ms': 964.5185688399799, 'min_ms': 0.07551206675862245, 'max_ms': 3333.158678816559, 'median_ms': 21.030855863501102}","{'mean_drop_percent': 87.6861961005198, 'std_drop_percent': 6.586213255010845, 'min_drop_percent': 78.33750966526154, 'max_drop_percent': 99.02687033255688}","{'megapixels_range': '0.019 - 8.847 MP', 'total_resolutions': 18}"
