native_fps_stats,hybrid_fps_stats,inference_stats,fps_impact_stats,resolution_stats
"{'mean': 827.7797964423881, 'std': 1373.5355273317462, 'min': 26.714857155930023, 'max': 5023.181368566326, 'median': 240.35876529598016, 'q25': 104.59806221271796, 'q75': 698.57279288969}","{'mean': 112.62277891589291, 'std': 156.5841524927259, 'min': 0.2605891806713919, 'max': 540.165550175002, 'median': 37.79125885751236, 'q25': 9.264190597969959, 'q75': 144.1314257552387}","{'mean_ms': 423.3973570303338, 'std_ms': 949.8055532155064, 'min_ms': 0.07359165116068297, 'max_ms': 3260.3391823099773, 'median_ms': 21.26996547041547}","{'mean_drop_percent': 87.68193881370004, 'std_drop_percent': 6.612706410555894, 'min_drop_percent': 78.83881352378903, 'max_drop_percent': 99.02455334441663}","{'megapixels_range': '0.019 - 8.847 MP', 'total_resolutions': 18}"
