native_fps_stats,hybrid_fps_stats,inference_stats,fps_impact_stats,resolution_stats
"{'mean': 822.5204167579851, 'std': 1357.4017779566884, 'min': 26.77551689144444, 'max': 4950.210006112362, 'median': 240.53007730365283, 'q25': 104.32659687016164, 'q75': 696.4730195124152}","{'mean': 112.5884217980761, 'std': 156.48709429385863, 'min': 0.2524548835416485, 'max': 538.711295435661, 'median': 37.74762846108804, 'q25': 9.154615111803698, 'q75': 147.78251523605417}","{'mean_ms': 425.0563540582139, 'std_ms': 952.455792559522, 'min_ms': 0.07783957233084712, 'max_ms': 3365.4382349649495, 'median_ms': 21.250979645357557}","{'mean_drop_percent': 87.68051460084311, 'std_drop_percent': 6.572123646198942, 'min_drop_percent': 78.52773602312843, 'max_drop_percent': 99.05714281981867}","{'megapixels_range': '0.019 - 8.847 MP', 'total_resolutions': 18}"
